High,Month,Model_ID,AI_Service,Department,Transactions_Processed,Accuracy_Score,Prediction_Confidence,Bias_Flag_Count,Manual_Override_Count,Customer_Complaints,Compliance_Violations,Cloud_Resource_Cost,Avg_Response_Time,Failed_Decisions,Risk_Level,Compliance_Status,Region
RID0844,Jan,M105,Inventory Forecast AI,Operations,2056,83.96,85.06,8,42,24,0,14453,1.64,116,High,Compliant,London
RID0845,Oct,M103,Fraud Detection AI,Sales,4594,87.51,87.31,6,97,5,9,2482,6.41,88,Critical,Violation,Midlands
RID0846,Jan,M103,Fraud Detection AI,Customer Service,1496,87.97,87.58,8,88,6,10,4247,5.61,86,Critical,Violation,London
RID0847,Mar,M102,Customer Support Chatbot,Finance,1326,68.95,72.78,2,21,29,5,2410,6.31,236,Critical,Violation,Midlands
RID0848,Dec,M103,Fraud Detection AI,Customer Service,2016,79.96,81.68,4,80,14,5,5299,1.8,150,High,Violation,North UK
RID0849,Apr,M104,Loan Approval AI,Finance,4120,68.95,73.34,3,36,14,2,8821,3.82,233,Critical,Review Required,London
RID0850,Jun,M104,Loan Approval AI,Operations,3219,83.84,85.15,0,20,25,4,6559,1.58,117,High,Violation,London
RID0851,Dec,M105,Inventory Forecast AI,Finance,4909,93.32,92.83,8,12,20,3,9425,5.18,39,High,Review Required,North UK
RID0852,Aug,M103,Fraud Detection AI,Sales,3301,92.49,91.52,0,96,21,7,6577,1.15,52,Critical,Violation,London
RID0853,Apr,M103,Fraud Detection AI,Sales,2300,68.48,72.74,0,40,19,10,5365,1.66,240,Critical,Violation,London
RID0854,Sep,M102,Customer Support Chatbot,HR,3970,85.96,86.29,8,36,18,4,2405,10.21,100,High,Violation,Midlands
RID0855,Feb,M103,Fraud Detection AI,Sales,3067,89.87,89.75,2,62,7,3,2892,3.42,66,Medium,Review Required,London
RID0856,Nov,M102,Customer Support Chatbot,Operations,4309,80.95,82.14,3,36,23,0,7021,9.25,139,High,Compliant,London
RID0857,Jul,M105,Inventory Forecast AI,Customer Service,2659,77.29,80.37,1,33,24,3,14930,2.69,166,High,Review Required,London
RID0858,Mar,M102,Customer Support Chatbot,Sales,1561,69.42,73.22,4,56,31,4,6396,7.97,236,Critical,Violation,North UK
RID0859,Feb,M103,Fraud Detection AI,Customer Service,3095,69,72.97,8,44,3,8,3683,6.49,238,Critical,Violation,Scotland
RID0860,Apr,M101,Resume Screening AI,HR,1461,79.11,80.38,14,12,25,0,7792,6.94,159,Critical,Compliant,London
RID0861,Sep,M103,Fraud Detection AI,Finance,1109,80.11,81.31,4,65,12,6,4291,5.78,149,High,Violation,Scotland
RID0862,May,M102,Customer Support Chatbot,Sales,997,94.26,93.34,5,38,41,4,8524,10.68,32,High,Violation,Scotland
RID0863,Nov,M103,Fraud Detection AI,Sales,4195,72.52,76.19,1,66,1,8,8798,1.63,207,Critical,Violation,London
RID0864,Sep,M101,Resume Screening AI,Finance,2429,79.82,81.66,11,16,7,4,4435,2.55,147,Critical,Violation,Scotland
RID0865,Aug,M105,Inventory Forecast AI,Sales,1625,68.61,72.46,2,53,14,0,11758,4.76,242,Critical,Compliant,Scotland
RID0866,Oct,M103,Fraud Detection AI,Operations,1190,85.03,85.49,7,87,11,8,7038,6.34,106,Critical,Violation,London
RID0867,Jun,M105,Inventory Forecast AI,Finance,4562,93.14,92.36,2,42,10,3,9851,6.51,41,Medium,Review Required,London
RID0868,Dec,M105,Inventory Forecast AI,Operations,1610,84.59,85.79,3,16,15,1,11027,3.14,109,Medium,Review Required,North UK
RID0869,Oct,M102,Customer Support Chatbot,Customer Service,2774,85.87,86.44,5,42,34,3,6122,5.44,101,Medium,Review Required,North UK
RID0870,Mar,M101,Resume Screening AI,Sales,4588,75.46,77.46,14,36,7,5,6778,6.49,187,Critical,Violation,London
RID0871,May,M102,Customer Support Chatbot,Finance,1442,68.91,72.31,6,18,22,0,6337,9.86,238,Critical,Compliant,Midlands
RID0872,Nov,M101,Resume Screening AI,Finance,1376,97.47,95.4,6,32,11,1,2532,2.66,11,Medium,Review Required,North UK
RID0873,Sep,M101,Resume Screening AI,HR,3696,94.28,92.97,10,37,10,0,6896,2.56,37,High,Compliant,Scotland
RID0874,Aug,M102,Customer Support Chatbot,Operations,4453,72.24,75.37,8,14,20,0,3895,10.09,212,Critical,Compliant,Midlands
RID0875,Sep,M104,Loan Approval AI,Sales,1590,76.79,79.15,2,28,12,2,7005,4.72,170,High,Review Required,Midlands
RID0876,Jun,M101,Resume Screening AI,Finance,2682,68.58,72.63,5,26,20,4,3897,5.41,236,Critical,Violation,Midlands
RID0877,Dec,M104,Loan Approval AI,HR,3470,70.81,74.95,1,6,2,4,8480,5.06,219,Critical,Violation,Midlands
RID0878,Jun,M101,Resume Screening AI,Operations,3477,89.59,89.21,11,16,2,2,5718,3.25,69,Critical,Review Required,Midlands
RID0879,Sep,M102,Customer Support Chatbot,Operations,2771,78.41,80.62,4,47,37,0,8265,10.11,162,High,Compliant,Scotland
RID0880,May,M105,Inventory Forecast AI,Sales,3998,95.88,93.91,3,14,14,1,14928,2.89,22,Low,Review Required,North UK
RID0881,Nov,M102,Customer Support Chatbot,Finance,1387,87.14,87.16,0,53,18,2,4110,9.85,91,Medium,Review Required,Scotland
RID0882,Jun,M104,Loan Approval AI,HR,2392,79.89,81.53,1,26,22,4,8573,6.25,146,High,Violation,Scotland
RID0883,Oct,M105,Inventory Forecast AI,HR,2595,83.53,84.11,3,24,10,0,14505,1.22,123,High,Compliant,London
RID0884,Oct,M101,Resume Screening AI,Customer Service,1280,73.42,76.47,12,25,6,0,3527,4,198,Critical,Compliant,Midlands
RID0885,May,M102,Customer Support Chatbot,Customer Service,4744,90.35,89.66,5,35,16,2,4710,9.31,68,Medium,Review Required,London
RID0886,Jul,M102,Customer Support Chatbot,Sales,4878,96.48,94.73,3,54,29,4,3677,9.78,13,High,Violation,Midlands
RID0887,Dec,M103,Fraud Detection AI,Finance,2935,75.47,77.97,4,84,0,3,3463,4.48,186,Critical,Review Required,North UK
RID0888,Aug,M101,Resume Screening AI,HR,4902,75.34,78.04,7,43,11,3,5148,5.26,187,Critical,Review Required,Scotland
RID0889,Nov,M105,Inventory Forecast AI,Customer Service,2729,69.8,73.21,8,17,0,4,14914,4.82,233,Critical,Violation,Midlands
RID0890,Jul,M102,Customer Support Chatbot,Customer Service,3860,80.66,81.8,7,32,29,1,4684,8.31,142,High,Review Required,Scotland
RID0891,Apr,M103,Fraud Detection AI,Sales,4800,69.61,73.29,7,55,21,5,4027,6.09,231,Critical,Violation,Scotland
RID0892,Nov,M102,Customer Support Chatbot,Customer Service,1495,87.38,87.66,0,9,33,3,5923,7.41,87,Medium,Review Required,North UK
RID0893,Dec,M105,Inventory Forecast AI,Operations,848,96.61,95.37,5,34,23,5,12972,4.26,12,High,Violation,Midlands
RID0894,Mar,M103,Fraud Detection AI,HR,1225,95.68,93.94,5,100,5,10,7200,5.92,23,Critical,Violation,North UK
RID0895,Jul,M102,Customer Support Chatbot,Operations,3682,80.03,81.61,5,11,40,2,4175,7.91,150,High,Review Required,London
RID0896,Apr,M104,Loan Approval AI,Operations,1145,78.2,79.68,4,53,10,3,7921,4.65,166,High,Review Required,North UK
RID0897,Oct,M101,Resume Screening AI,Operations,828,70.64,74.48,15,34,23,1,2439,4.29,222,Critical,Review Required,Scotland
RID0898,Mar,M103,Fraud Detection AI,Sales,2628,84.69,85.34,3,67,20,10,8540,6.14,110,Critical,Violation,North UK
RID0899,Jan,M104,Loan Approval AI,Customer Service,3334,92.23,91.62,3,44,9,0,4314,1.71,52,Low,Compliant,Scotland
RID0900,Jan,M104,Loan Approval AI,Customer Service,4222,84.97,86.11,4,19,19,2,2146,5.25,106,Medium,Review Required,London
RID0901,Sep,M105,Inventory Forecast AI,Sales,3766,76.39,78.8,0,7,23,0,9569,6.71,174,High,Compliant,Scotland
RID0902,Jan,M102,Customer Support Chatbot,Finance,3665,79.02,80.76,3,56,32,2,7109,9.57,157,High,Review Required,Midlands
RID0903,Nov,M103,Fraud Detection AI,Customer Service,3668,79.14,81.41,4,75,25,10,7374,3.27,153,Critical,Violation,Scotland
RID0904,Apr,M105,Inventory Forecast AI,HR,2123,78.2,80.26,8,15,7,3,12531,2.45,161,High,Review Required,Scotland
RID0905,Mar,M104,Loan Approval AI,Operations,3791,90.95,91.15,3,9,7,2,8085,4.36,58,Medium,Review Required,North UK
RID0906,Apr,M103,Fraud Detection AI,Operations,3773,89.26,89.43,8,74,15,8,7211,1.32,70,Critical,Violation,Midlands
RID0907,Jan,M103,Fraud Detection AI,Operations,4381,74.73,76.83,6,63,4,5,6163,2.74,193,Critical,Violation,Scotland
RID0908,Sep,M105,Inventory Forecast AI,Sales,924,87.94,88.02,5,10,21,0,9329,4.71,87,Medium,Compliant,Scotland
RID0909,Aug,M105,Inventory Forecast AI,HR,4473,75.49,78.36,8,12,17,2,14632,2.26,183,Critical,Review Required,London
RID0910,Sep,M105,Inventory Forecast AI,Operations,3724,83.36,84.28,1,30,6,0,13836,4.53,125,High,Compliant,London
RID0911,Jun,M102,Customer Support Chatbot,HR,1785,81.51,83,6,35,31,4,3527,7.31,139,High,Violation,Scotland
RID0912,Aug,M101,Resume Screening AI,Sales,1120,78.42,80.89,9,5,6,2,2641,5.94,157,High,Review Required,North UK
RID0913,Sep,M101,Resume Screening AI,HR,3045,96.5,94.85,11,25,14,5,7380,4.97,14,Critical,Violation,London
RID0914,Feb,M104,Loan Approval AI,HR,4888,82.55,83.38,8,24,0,1,3268,5.56,131,High,Review Required,London
RID0915,Sep,M105,Inventory Forecast AI,Operations,2599,90.04,90.21,7,7,21,1,13014,5.12,64,High,Review Required,Scotland
RID0916,Dec,M103,Fraud Detection AI,Sales,2081,81.29,83.06,5,95,8,7,8242,6.09,136,Critical,Violation,Midlands
RID0917,Sep,M103,Fraud Detection AI,Sales,1079,68.09,72.12,8,45,20,7,5970,6.48,246,Critical,Violation,London
RID0918,Oct,M104,Loan Approval AI,Operations,2818,83.6,84.34,6,9,18,0,2797,2.56,117,Medium,Compliant,North UK
RID0919,Dec,M105,Inventory Forecast AI,Operations,4107,87.3,88.08,3,15,15,2,13060,1.86,87,Medium,Review Required,Midlands
RID0920,Mar,M102,Customer Support Chatbot,HR,2292,86.64,87.29,7,43,39,3,6539,8.19,93,High,Review Required,Scotland
RID0921,Jul,M105,Inventory Forecast AI,Sales,2843,96.19,94.22,3,10,23,2,12414,3.9,19,Medium,Review Required,London
RID0922,Nov,M104,Loan Approval AI,HR,912,75.22,77.59,4,59,0,5,5208,1.55,186,Critical,Violation,London
RID0923,Sep,M105,Inventory Forecast AI,Sales,1728,71.41,74.5,4,22,24,3,11649,1.64,218,Critical,Review Required,London
RID0924,Feb,M101,Resume Screening AI,HR,1324,75.85,78.58,14,38,10,5,4080,3.04,178,Critical,Violation,London
RID0925,Jan,M101,Resume Screening AI,Customer Service,2876,87.19,87.18,13,60,1,2,6352,6.91,91,Critical,Review Required,Midlands
RID0926,Jun,M102,Customer Support Chatbot,Finance,2504,75.14,77.87,1,29,50,4,5782,10.19,190,Critical,Violation,London
RID0927,Jul,M105,Inventory Forecast AI,Customer Service,4646,81.61,83.36,8,36,10,5,11581,5.9,134,High,Violation,London
RID0928,Jul,M105,Inventory Forecast AI,Customer Service,4608,77.27,79.61,6,35,17,4,11437,4.74,166,High,Violation,Scotland
RID0929,Jan,M102,Customer Support Chatbot,Operations,3696,96.42,95.01,4,42,28,1,5172,6.74,19,Medium,Review Required,Midlands
RID0930,Apr,M101,Resume Screening AI,Customer Service,2614,68.27,71.92,11,23,1,4,7344,3.86,244,Critical,Violation,Midlands
RID0931,Feb,M102,Customer Support Chatbot,Sales,2932,70.96,74.16,4,39,28,3,4253,5.6,223,Critical,Review Required,London
RID0932,Jul,M105,Inventory Forecast AI,Sales,4210,89.41,89.61,6,6,18,2,11225,5.94,73,Medium,Review Required,London
RID0933,Sep,M103,Fraud Detection AI,HR,4417,88.8,88.61,8,42,12,4,4182,2.09,75,High,Violation,London
RID0934,Aug,M101,Resume Screening AI,Operations,4869,83.99,85.42,13,7,1,3,8239,3.82,114,Critical,Review Required,Midlands
RID0935,Aug,M103,Fraud Detection AI,Finance,3616,68.03,71.86,2,40,16,3,4167,2.89,245,Critical,Review Required,North UK
RID0936,Dec,M105,Inventory Forecast AI,Finance,822,85.71,86.51,0,13,20,4,14273,5.68,99,High,Violation,Midlands
RID0937,Jan,M104,Loan Approval AI,Finance,1586,86.77,87.28,0,51,13,5,7381,4.27,94,High,Violation,London
RID0938,Jan,M101,Resume Screening AI,Customer Service,1021,70.37,73.24,8,18,0,0,4705,1.37,228,Critical,Compliant,London
RID0939,Feb,M105,Inventory Forecast AI,Operations,4050,84.63,85.37,8,31,5,2,10930,3.99,111,High,Review Required,London
RID0940,Oct,M102,Customer Support Chatbot,HR,3752,86.46,86.41,7,12,24,1,8616,5.81,98,High,Review Required,Scotland
RID0941,Apr,M101,Resume Screening AI,HR,4590,80.06,81.13,6,42,3,0,4404,2.43,150,High,Compliant,Scotland
RID0942,May,M103,Fraud Detection AI,Customer Service,2039,70.44,73.52,7,93,13,3,6624,1.53,228,Critical,Review Required,Scotland
RID0943,Jun,M105,Inventory Forecast AI,Customer Service,1907,89.18,89.36,7,60,22,5,11222,3.99,73,High,Violation,North UK
RID0944,Oct,M101,Resume Screening AI,Customer Service,4339,87.27,87.8,6,13,0,3,6807,2.66,90,Medium,Review Required,London
RID0945,Jan,M102,Customer Support Chatbot,Sales,2853,78.6,80.96,8,51,50,3,3930,9.81,156,High,Review Required,North UK
RID0946,May,M103,Fraud Detection AI,HR,4340,91.09,91.09,1,45,11,5,6203,6.57,58,High,Violation,Midlands
RID0947,Jun,M104,Loan Approval AI,Finance,3644,88.32,88.41,0,48,24,0,3103,4.79,82,Medium,Compliant,North UK
RID0948,Aug,M105,Inventory Forecast AI,Finance,4343,69.71,73.43,6,55,1,4,11424,4.43,229,Critical,Violation,North UK
RID0949,Aug,M105,Inventory Forecast AI,Finance,3890,82.21,82.76,5,36,5,5,10198,1.17,134,High,Violation,North UK
RID0950,Sep,M103,Fraud Detection AI,Sales,2109,90.77,90.21,8,60,11,6,3923,5.2,64,High,Violation,North UK
RID0951,Jan,M102,Customer Support Chatbot,Finance,3961,75.68,77.78,5,24,25,1,3891,8.5,185,Critical,Review Required,Midlands
RID0952,Jan,M103,Fraud Detection AI,Sales,4485,72,75.61,8,41,4,5,5290,2.23,211,Critical,Violation,Midlands
RID0953,May,M104,Loan Approval AI,Operations,1068,92.32,91.95,6,48,9,3,6916,6.99,47,Medium,Review Required,Scotland
RID0954,Dec,M104,Loan Approval AI,HR,1960,78.24,79.87,5,16,9,3,4097,3.57,165,High,Review Required,London
RID0955,Jan,M104,Loan Approval AI,HR,4703,81.09,82.3,3,38,20,2,7502,3.8,139,High,Review Required,Midlands
RID0956,Nov,M103,Fraud Detection AI,Customer Service,3495,89.71,89.15,8,77,17,8,8904,3.08,69,Critical,Violation,Midlands
RID0957,Apr,M105,Inventory Forecast AI,HR,2354,69.83,73.07,3,43,13,1,13459,2.05,231,Critical,Review Required,North UK
RID0958,Sep,M105,Inventory Forecast AI,Operations,1178,72.95,76.17,1,6,4,4,14630,2.28,206,Critical,Violation,Scotland
RID0959,May,M104,Loan Approval AI,HR,3451,82.35,83.87,4,36,18,3,8125,2.25,127,High,Review Required,Scotland
RID0960,Sep,M104,Loan Approval AI,Operations,3799,81.97,82.75,7,14,22,3,3128,1.05,134,High,Review Required,North UK
RID0961,Sep,M104,Loan Approval AI,Sales,1901,68.58,72.66,0,9,7,0,6903,4.46,238,Critical,Compliant,London
RID0962,Jul,M103,Fraud Detection AI,Sales,976,67.48,72.2,2,85,5,8,6550,6.91,246,Critical,Violation,North UK
RID0963,Feb,M105,Inventory Forecast AI,Finance,1372,72.42,76.06,7,50,6,3,9173,6.54,208,Critical,Review Required,Scotland
RID0964,Apr,M104,Loan Approval AI,Sales,1518,82.66,84.09,8,24,25,0,8223,1.4,123,High,Compliant,Scotland
RID0965,Feb,M101,Resume Screening AI,Finance,4861,88.03,87.81,14,18,12,1,4553,4.25,86,Critical,Review Required,Midlands
RID0966,Jan,M103,Fraud Detection AI,Operations,1278,78.32,79.87,2,46,16,9,5247,2.95,165,Critical,Violation,London
RID0967,Dec,M102,Customer Support Chatbot,Customer Service,2856,79.18,81.46,3,36,41,3,8181,10.14,155,High,Review Required,Scotland
RID0968,Nov,M102,Customer Support Chatbot,Customer Service,2147,77.59,79.41,0,21,36,4,2433,6.51,170,High,Violation,Scotland
RID0969,Apr,M104,Loan Approval AI,Customer Service,2401,74.24,76.82,7,35,9,1,5889,5.09,198,Critical,Review Required,Scotland
RID0970,Oct,M101,Resume Screening AI,Finance,4525,82.16,83.75,8,46,5,0,3774,1.05,130,High,Compliant,North UK
RID0971,Dec,M104,Loan Approval AI,HR,4505,77.99,80.74,3,49,6,4,3416,4.75,162,High,Violation,Scotland
RID0972,Apr,M105,Inventory Forecast AI,Sales,1088,80.23,82.11,0,16,6,4,13441,1.84,147,High,Violation,London
RID0973,Apr,M104,Loan Approval AI,Customer Service,3767,69.74,73.59,2,11,24,0,3063,1.88,234,Critical,Compliant,Scotland
RID0974,Jan,M103,Fraud Detection AI,Customer Service,2808,93.04,91.81,5,51,3,10,6976,5.96,47,Critical,Violation,London
RID0975,Apr,M105,Inventory Forecast AI,Sales,1445,90.31,90.09,7,8,23,1,11986,6.65,65,High,Review Required,Scotland
RID0976,Aug,M102,Customer Support Chatbot,HR,3535,88.55,88.79,2,8,33,5,4903,6.24,80,High,Violation,London
RID0977,Jan,M104,Loan Approval AI,HR,4389,90.67,90.29,1,7,3,4,3706,2.01,61,High,Violation,North UK
RID0978,Oct,M104,Loan Approval AI,Sales,3871,71.7,74.41,6,42,4,2,6076,4.7,218,Critical,Review Required,Scotland
RID0979,Apr,M105,Inventory Forecast AI,HR,3263,78.94,80.94,8,32,4,4,14444,1.88,155,High,Violation,Midlands
RID0980,Jun,M102,Customer Support Chatbot,Sales,1703,73.36,76.42,2,57,31,4,3787,6.34,205,Critical,Violation,London
RID0981,Dec,M103,Fraud Detection AI,Operations,2282,95.4,94.57,7,48,11,10,7574,4.79,23,Critical,Violation,Midlands
RID0982,Jun,M105,Inventory Forecast AI,Finance,1930,86.68,87.14,8,7,5,1,12092,5.67,92,High,Review Required,North UK
RID0983,May,M104,Loan Approval AI,Finance,4842,80.35,81.91,5,31,16,4,5066,3.59,147,High,Violation,North UK
RID0984,Jan,M103,Fraud Detection AI,Operations,4975,82.46,83.83,7,57,14,4,4875,2.94,130,High,Violation,Scotland
RID0985,May,M101,Resume Screening AI,HR,4079,80.89,83.19,6,12,21,4,6793,1.21,138,High,Violation,London
RID0986,Jul,M103,Fraud Detection AI,HR,2654,75.34,77.8,7,85,19,7,6806,3.8,186,Critical,Violation,Midlands
RID0987,Jun,M102,Customer Support Chatbot,Customer Service,4705,86.18,87.19,7,60,15,2,4741,6.27,97,High,Review Required,London
RID0988,Nov,M102,Customer Support Chatbot,Sales,3490,95.31,94.46,6,6,25,5,3006,9.5,25,High,Violation,Scotland
RID0989,Dec,M103,Fraud Detection AI,HR,4448,87.26,87.22,2,60,25,10,3522,6.03,89,Critical,Violation,Midlands
RID0990,Jun,M101,Resume Screening AI,Sales,3458,70.95,73.83,5,45,23,3,3667,5.99,223,Critical,Review Required,North UK
RID0991,Dec,M103,Fraud Detection AI,Finance,1191,72.55,75.84,1,42,8,6,7735,5.63,210,Critical,Violation,London
RID0992,May,M101,Resume Screening AI,Sales,3354,97.25,95.19,5,33,6,5,7772,4.16,10,High,Violation,London
RID0993,Aug,M101,Resume Screening AI,HR,1938,80.03,81.45,5,55,7,1,4025,3.98,146,High,Review Required,Scotland
RID0994,Jun,M103,Fraud Detection AI,Sales,4511,96.2,94.62,0,79,12,4,4990,4.4,22,High,Violation,North UK
RID0995,Nov,M102,Customer Support Chatbot,HR,4459,68.57,72.14,4,25,37,0,3026,6.25,239,Critical,Compliant,London
RID0996,Nov,M101,Resume Screening AI,Operations,2252,96.52,95,15,14,5,4,6076,6,15,Critical,Violation,London
RID0997,Jan,M104,Loan Approval AI,HR,3625,72.6,75.24,2,55,7,5,2854,6.43,209,Critical,Violation,North UK
RID0998,Sep,M103,Fraud Detection AI,Sales,1992,91.92,91.02,6,80,5,7,4178,1.4,55,Critical,Violation,Scotland
RID0999,Jul,M103,Fraud Detection AI,Customer Service,1215,80.5,82.37,6,67,7,9,6831,6.28,144,Critical,Violation,Midlands
RID1000,May,M105,Inventory Forecast AI,Customer Service,2760,70.72,74.87,2,23,11,5,13309,4.39,219,Critical,Violation,North UK
RID1001,Mar,M101,Resume Screening AI,Finance,2198,89.07,88.64,14,59,25,5,3046,2.87,79,Critical,Violation,Scotland
RID1002,Mar,M105,Inventory Forecast AI,Finance,1374,91.08,90.72,0,40,11,5,13450,2.11,62,High,Violation,North UK
RID1003,Mar,M103,Fraud Detection AI,Operations,3124,82.16,83.06,8,48,21,7,6506,6.93,133,Critical,Violation,North UK
RID1004,Jul,M102,Customer Support Chatbot,Sales,4936,81.34,83.25,5,59,33,1,7759,8.6,137,High,Review Required,Scotland
RID1005,Jul,M101,Resume Screening AI,Operations,2451,67.53,71.52,6,42,16,4,8802,2.03,245,Critical,Violation,London
RID1006,Jun,M101,Resume Screening AI,HR,2731,76.29,79.23,12,54,16,0,4859,5.91,175,Critical,Compliant,North UK
RID1007,May,M103,Fraud Detection AI,Customer Service,1056,95.13,94.47,8,62,3,7,3828,5.5,24,Critical,Violation,North UK
RID1008,Oct,M102,Customer Support Chatbot,Operations,1524,74.88,77.96,3,58,41,0,8340,5.1,190,Critical,Compliant,Scotland
RID1009,Nov,M104,Loan Approval AI,Operations,1911,84.61,84.72,4,28,14,1,5265,2.55,113,Medium,Review Required,Scotland
RID1010,May,M102,Customer Support Chatbot,HR,805,84.97,85.91,0,55,36,3,6852,6.48,106,Medium,Review Required,London
RID1011,Sep,M103,Fraud Detection AI,Customer Service,3414,69.8,73.62,5,41,3,4,4632,5.99,230,Critical,Violation,Scotland
RID1012,Dec,M101,Resume Screening AI,Customer Service,3283,85.69,85.81,6,9,12,2,7240,6.23,102,Medium,Review Required,North UK
RID1013,Jan,M101,Resume Screening AI,HR,1684,75.75,78.02,9,9,25,5,2587,4.5,183,Critical,Violation,Midlands
RID1014,Feb,M104,Loan Approval AI,HR,3207,70.55,74.36,4,40,25,2,2876,2.07,223,Critical,Review Required,Midlands
RID1015,Jun,M105,Inventory Forecast AI,Customer Service,901,73.94,76.83,7,34,17,4,9666,4.81,200,Critical,Violation,London
RID1016,Aug,M103,Fraud Detection AI,Finance,2316,91.27,90.96,2,43,0,7,2832,1.09,60,Critical,Violation,Midlands
RID1017,Jul,M101,Resume Screening AI,HR,4092,79.92,81.53,7,7,2,3,2460,2.09,145,High,Review Required,Midlands
RID1018,Jun,M102,Customer Support Chatbot,Sales,1527,75.92,79.09,0,60,29,5,4161,7.01,178,High,Violation,North UK
RID1019,Dec,M103,Fraud Detection AI,HR,3961,84.56,85.05,0,72,17,3,6280,6.03,111,Medium,Review Required,Midlands
RID1020,Sep,M104,Loan Approval AI,Sales,4168,86.22,85.81,1,17,23,4,5137,6.83,102,High,Violation,Midlands
RID1021,Jul,M104,Loan Approval AI,HR,1386,83,83.34,4,23,22,5,7861,5.44,127,High,Violation,Midlands
RID1022,Nov,M104,Loan Approval AI,HR,1080,70.91,74.3,0,45,9,5,4023,3.92,218,Critical,Violation,Midlands
RID1023,Dec,M105,Inventory Forecast AI,Finance,3399,72.06,74.76,8,14,18,1,14414,4.08,215,Critical,Review Required,London
RID1024,May,M105,Inventory Forecast AI,Operations,1476,67.84,72.33,7,43,0,4,9402,1.78,243,Critical,Violation,London
RID1025,Jun,M102,Customer Support Chatbot,Operations,2319,83.99,84.64,7,25,41,5,2686,9.26,114,High,Violation,Midlands
RID1026,Sep,M105,Inventory Forecast AI,Sales,3814,95.86,94.19,2,28,22,4,11762,1.99,19,High,Violation,Midlands
RID1027,Oct,M101,Resume Screening AI,Operations,2517,77.81,79.8,14,43,24,4,5641,2.04,167,Critical,Violation,Scotland
RID1028,Nov,M103,Fraud Detection AI,Operations,1878,81,83.12,1,87,13,10,2841,5.13,137,Critical,Violation,London
RID1029,Jul,M104,Loan Approval AI,Operations,4358,71.74,74.65,2,50,0,4,3422,3.75,216,Critical,Violation,Scotland
RID1030,Dec,M104,Loan Approval AI,Sales,1752,88.43,88.39,0,37,22,3,4001,4.1,83,Medium,Review Required,North UK
RID1031,Jun,M103,Fraud Detection AI,Customer Service,951,95.04,94.41,4,56,1,8,4777,4.74,24,Critical,Violation,Midlands
RID1032,Dec,M104,Loan Approval AI,Sales,3005,94.47,92.77,5,46,6,3,7811,4.84,35,Medium,Review Required,Midlands
RID1033,Jun,M101,Resume Screening AI,Customer Service,2848,83.36,84.33,5,53,2,1,3898,2.17,119,Medium,Review Required,Midlands
RID1034,Oct,M101,Resume Screening AI,Customer Service,3828,71.8,75.2,12,47,25,4,4041,5.01,217,Critical,Violation,Midlands
RID1035,Jan,M102,Customer Support Chatbot,Sales,1361,84.91,85.89,0,59,20,3,6088,5.41,106,Medium,Review Required,North UK
RID1036,Apr,M101,Resume Screening AI,HR,1333,81.01,82.57,9,54,1,3,8148,1.27,143,High,Review Required,Midlands
RID1037,Mar,M105,Inventory Forecast AI,Customer Service,4385,69.9,72.95,6,14,4,5,9471,4.74,231,Critical,Violation,Scotland
RID1038,Jun,M103,Fraud Detection AI,HR,4809,90.08,89.77,4,90,22,10,2190,2.68,65,Critical,Violation,Scotland
RID1039,Apr,M104,Loan Approval AI,Customer Service,3986,92.11,91.45,4,37,0,4,7601,1.69,54,High,Violation,North UK
RID1040,Nov,M104,Loan Approval AI,Customer Service,2895,81.18,82.48,5,31,18,4,3946,4.68,139,High,Violation,North UK
RID1041,Mar,M103,Fraud Detection AI,Operations,4296,79.71,82.04,2,100,17,10,3490,6.95,149,Critical,Violation,London
RID1042,Sep,M102,Customer Support Chatbot,Finance,1838,95.43,94.09,2,14,35,4,8618,8.37,25,High,Violation,North UK
RID1043,Aug,M104,Loan Approval AI,HR,4540,96.26,94.16,3,8,22,1,5151,5.97,20,Low,Review Required,North UK
RID1044,Jul,M104,Loan Approval AI,HR,4811,89.53,89.02,0,19,11,3,3899,5.38,72,Medium,Review Required,Midlands
RID1045,Feb,M104,Loan Approval AI,Finance,1710,72.04,75.75,1,45,12,0,2976,5.42,208,Critical,Compliant,London
RID1046,Oct,M103,Fraud Detection AI,Finance,3963,96.39,95.09,7,86,17,6,5069,6.35,16,High,Violation,Midlands
RID1047,Oct,M101,Resume Screening AI,Sales,3803,87.56,87.22,13,38,15,5,7090,6.65,89,Critical,Violation,Scotland
RID1048,Nov,M103,Fraud Detection AI,Finance,3926,86.56,86.37,6,43,0,4,5212,1.4,98,High,Violation,North UK
RID1049,Mar,M102,Customer Support Chatbot,Customer Service,3057,93.88,93.23,0,30,47,4,7671,9.79,36,High,Violation,North UK
RID1050,Jun,M101,Resume Screening AI,Customer Service,4922,73.87,76.69,8,40,12,5,6172,5.05,196,Critical,Violation,North UK
RID1051,May,M102,Customer Support Chatbot,Finance,1863,77.97,80.14,2,19,18,5,6471,10.64,167,High,Violation,London
RID1052,Sep,M103,Fraud Detection AI,HR,1857,87.53,88.36,8,52,17,4,6095,3.88,86,High,Violation,North UK
RID1053,Jan,M105,Inventory Forecast AI,Operations,984,67.46,71.27,0,47,25,4,10150,5.47,248,Critical,Violation,North UK
RID1054,Apr,M105,Inventory Forecast AI,Operations,2617,83.84,84.41,7,16,20,1,12586,5.27,118,High,Review Required,Midlands
